From Town Name,To Town Name,Distance (m),Time (sec) 
Chester,Kingston,239091,9300
Chester,Lawrence city,206573,8265
Chester,Lee,27687,1513
Chester,Lenox,33883,1897
Chester,Leominster city,157571,6732
Chester,Lexington,181523,7335
Chester,Littleton Common,172572,7028
Chester,Longmeadow,56054,3213
Chester,Lowell city,192411,7906
Chester,Lunenburg,165979,7006
Chester,Lynn city,202346,8754
Chester,Lynnfield,203093,8159
Chester,Madaket,337076,19654
Chester,Malden city,196169,8354
Chester,Mansfield Center,185617,7197
Chester,Marblehead,213036,9663
Chester,Marion Center,243687,9310
Chester,Marlborough city,151277,6237
Chester,Marshfield,230113,9399
Chester,Marshfield Hills,228426,9427
Chester,Mashpee Neck,274525,10568
Chester,Mattapoisett Center,249740,9388
Chester,Maynard,167366,7035
Chester,Medfield,170990,7459
Chester,Medford city,196836,8001
Chester,Melrose city,202107,8386
Chester,Methuen Town city,208289,8233
Chester,Middleborough Center,212311,8134
Chester,Milford,153833,6239
Chester,Millers Falls,72038,4114
Chester,Millis-Clicquot,166970,7025
Chester,Milton,196286,8073
Chester,Monomoscoy Island,279853,11009
Chester,Monson Center,79146,4020
Chester,Monument Beach,252980,9487
Chester,Nahant,208561,9206
Chester,Nantucket,330472,19338
Chester,Needham,175133,7152
Chester,New Bedford city,224613,8952
Chester,New Seabury,277870,10855
Chester,Newburyport city,244913,9532
Chester,Newton city,172569,7001
Chester,North Adams city,61848,3590
Chester,North Amherst,53239,3426
Chester,North Brookfield,96068,4884
Chester,North Eastham,321290,12486
Chester,North Falmouth,262189,9941
Chester,North Lakeville,215427,8221
Chester,North Pembroke,226772,9143
Chester,North Plymouth,235964,9351
Chester,North Scituate,229171,9591
Chester,North Seekonk,187322,7714
Chester,North Westport,212115,8516
Chester,Northampton city,35622,2122
Chester,Northborough,142299,6021
Chester,Northfield,88674,4418
Chester,Northwest Harwich,297560,11384
Chester,Norton Center,188113,7338
Chester,Norwood,187456,7534
Chester,Ocean Bluff-Brant Rock,234047,9610
Chester,Ocean Grove,200860,8134
Chester,Onset,239033,8964
Chester,Orange,100884,5208
Chester,Orleans,311618,11969
Chester,Oxford,123284,5203
Chester,Palmer Town city,72269,3454
Chester,Peabody city,210502,8355
Chester,Pepperell,183147,8072
Chester,Petersham,91630,5463
Chester,Pinehurst,193589,7898
Chester,Pittsfield city,35138,2203
Chester,Plymouth,237448,9385
Chester,Pocasset,259276,9825
Chester,Popponesset,278221,10962
Chester,Popponesset Island,277581,10877
Chester,Provincetown,355106,14315
Chester,Quincy city,196954,8150
Chester,Randolph,196408,7944
Chester,Raynham Center,202315,7913
Chester,Reading,201752,8073
Chester,Revere city,195680,8185
Chester,Rockport,245624,10028
Chester,Rowley,237985,9529
Chester,Russell,15879,826
Chester,Rutland,116260,6043
Chester,Sagamore,255243,9565
Chester,Salem city,223503,9768
Chester,Salisbury,240733,9737
Chester,Sandwich,258929,9819
Chester,Saugus,203530,8352
Chester,Scituate,228224,9513
Chester,Seabrook,275097,10649
Chester,Seconsett Island,275640,10758
Chester,Sharon,192765,7590
Chester,Shelburne Falls,67344,3574
Chester,Shirley,165093,6820
Chester,Siasconset,340539,19907
Chester,Smith Mills,220314,8830
Chester,Somerset,202980,8338
Chester,Somerville city,192329,7951
Chester,South Amherst,48907,3189
Chester,South Ashburnham,136952,6641
Chester,South Deerfield,55413,3270
Chester,South Dennis,293769,11080
Chester,South Duxbury,238440,9536
Chester,South Lancaster,154569,6451
Chester,South Yarmouth,289561,10960
Chester,Southbridge Town city,105188,4921
Chester,Southfield,214975,8681
Chester,Spencer,115429,5167
Chester,Springfield city,57114,3198
Chester,Stoneham,199281,8027
Chester,Sturbridge,99246,4446
Chester,Swampscott,207348,9222
Chester,Taunton city,201390,8118
Chester,Teaticket,272489,10385
Chester,The Pinehills,249474,9737
Chester,Topsfield,223284,8858
Chester,Townsend,175949,7623
Chester,Turners Falls,76780,3995
Chester,Upton,138764,6074
Chester,Vineyard Haven,289989,13841
Chester,Wakefield,199333,8109
Chester,Walpole,188573,7625
Chester,Waltham city,176343,7067
Chester,Ware,82201,4081
Chester,Wareham Center,237406,9122
Chester,Warren,84039,4166
Chester,Watertown Town city,175036,7208
Chester,Webster,131477,5382
Chester,Wellesley,166383,6950
Chester,West Brookfield,89548,4538
Chester,West Chatham,307665,11914
Chester,West Concord,181255,7474
Chester,West Dennis,291540,11196
Chester,West Falmouth,266724,10021
Chester,West Springfield Town city,42077,2505
Chester,West Wareham,230931,8713
Chester,West Yarmouth,288402,11078
Chester,Westborough,136730,6019
Chester,Westfield city,31688,1817
Chester,Weweantic,238347,9243
Chester,Weymouth Town city,207800,8402
Chester,White Island Shores,242444,9182
Chester,Whitinsville,135166,5725
Chester,Wilbraham,66573,3531
Chester,Williamstown,67312,3670
Chester,Wilmington,203728,8140
Chester,Winchendon,134433,6687
Chester,Winchester,188656,7855
Chester,Winthrop Town city,195588,8214
Chester,Woburn city,191627,7679
Chester,Woods Hole,276636,10761
Chester,Worcester city,126388,5489
Chester,Yarmouth Port,289206,10952
Chicopee city,Abington,168992,6918
Chicopee city,Acushnet Center,193063,7231
Chicopee city,Adams,92542,4955
Chicopee city,Agawam Town city,21852,1280
Chicopee city,Amesbury Town city,188978,7208
Chicopee city,Amherst Center,26510,1970
Chicopee city,Andover,160020,6208
Chicopee city,Arlington,141768,5608
Chicopee city,Athol,64343,3694
Chicopee city,Attleboro city,137228,5418
Chicopee city,Ayer,127063,5316
Chicopee city,Baldwinville,79454,4325
Chicopee city,Barnstable Town city,230743,8415
Chicopee city,Barre,62580,3640
Chicopee city,Belchertown,23053,1605
Chicopee city,Bellingham,117671,4556
Chicopee city,Belmont,140370,5482
Chicopee city,Beverly city,178065,6998
Chicopee city,Blandford,37217,2150
Chicopee city,Bliss Corner,182232,7243
Chicopee city,Boston city,143383,5745
Chicopee city,Bourne,207908,7464
Chicopee city,Boxford,176112,7206
Chicopee city,Braintree Town city,157280,6146
Chicopee city,Brewster,260203,9651
Chicopee city,Bridgewater,165757,6224
Chicopee city,Brockton city,164196,6699
Chicopee city,Brookfield,48993,2759
Chicopee city,Brookline,135019,5462
Chicopee city,Burlington,143949,5692
Chicopee city,Buzzards Bay,204972,7315
Chicopee city,Cambridge city,165259,8116
Chicopee city,Chatham,264248,10074
Chicopee city,Chelsea city,148316,5946
Chicopee city,Cheshire,101248,4862
Chicopee city,Chester,50156,2760
Chicopee city,Clinton,102750,4541
Chicopee city,Cochituate,115754,4497
Chicopee city,Cordaville,103714,4080
Chicopee city,Danvers,171665,6551
Chicopee city,Dedham,135870,5208
Chicopee city,Deerfield,56576,2491
Chicopee city,Dennis,249883,9287
Chicopee city,Dennis Port,250733,9247
Chicopee city,Devens,123042,4994
Chicopee city,Dover,127470,5414
Chicopee city,Duxbury,191562,7532
Chicopee city,East Brookfield,53726,3009
Chicopee city,East Dennis,252111,9242
Chicopee city,East Douglas,92980,3717
Chicopee city,East Falmouth,228865,8484
Chicopee city,East Harwich,258883,9479
Chicopee city,East Pepperell,146288,6191
Chicopee city,East Sandwich,223771,8206
Chicopee city,Easthampton Town city,24046,1558
Chicopee city,Essex,188853,7324
Chicopee city,Everett city,148572,6237
Chicopee city,Fall River city,169408,6765
Chicopee city,Falmouth,227139,8290
Chicopee city,Fiskdale,53934,2472
Chicopee city,Fitchburg city,128058,5319
Chicopee city,Forestdale,223176,8167
Chicopee city,Foxborough,140340,5250
Chicopee city,Framingham,107680,4260
Chicopee city,Franklin Town city,119652,4654
Chicopee city,Gardner city,85813,4530
Chicopee city,Gloucester city,193599,7417
Chicopee city,Granby,13501,1078
Chicopee city,Great Barrington,85038,3792
Chicopee city,Green Harbor-Cedar Crest,205867,7893
Chicopee city,Greenfield Town city,67557,2781
Chicopee city,Groton,138471,5656
Chicopee city,Hanson,181561,7471
Chicopee city,Harwich Center,255058,9318
Chicopee city,Harwich Port,258302,9600
Chicopee city,Hatfield,38848,1829
Chicopee city,Haverhill city,172366,6679
Chicopee city,Hingham,169244,6980
Chicopee city,Holbrook,156490,6416
Chicopee city,Holland,48683,2658
Chicopee city,Holyoke city,10970,1249
Chicopee city,Hopedale,102130,4645
Chicopee city,Hopkinton,103808,4096
Chicopee city,Housatonic,83220,3595
Chicopee city,Hudson,106264,4312
Chicopee city,Hull,179782,7910
Chicopee city,Huntington,40142,2301
Chicopee city,Ipswich,187906,7559
Chicopee city,Kingston,194214,7289
Chicopee city,Lawrence city,161697,6254
Chicopee city,Lee,67363,2759
Chicopee city,Lenox,74484,3261
Chicopee city,Leominster city,112695,4721
Chicopee city,Lexington,136646,5323
Chicopee city,Littleton Common,127696,5017
Chicopee city,Longmeadow,20258,1314
Chicopee city,Lowell city,147535,5895
Chicopee city,Lunenburg,121103,4995
Chicopee city,Lynn city,157469,6742
Chicopee city,Lynnfield,158216,6147
Chicopee city,Madaket,292199,17643
Chicopee city,Malden city,151292,6342
Chicopee city,Mansfield Center,140740,5186
Chicopee city,Marblehead,168159,7651
Chicopee city,Marion Center,198810,7299
Chicopee city,Marlborough city,106400,4226
Chicopee city,Marshfield,185236,7387
Chicopee city,Marshfield Hills,183549,7415
Chicopee city,Mashpee Neck,229648,8557
Chicopee city,Mattapoisett Center,204863,7377
Chicopee city,Maynard,122490,5024
Chicopee city,Medfield,126113,5448
Chicopee city,Medford city,151959,5989
Chicopee city,Melrose city,157230,6374
Chicopee city,Methuen Town city,163413,6222
Chicopee city,Middleborough Center,167434,6123
Chicopee city,Milford,108956,4228
Chicopee city,Millers Falls,66537,3128
Chicopee city,Millis-Clicquot,122093,5014
Chicopee city,Milton,151409,6061
Chicopee city,Monomoscoy Island,234976,8998
Chicopee city,Monson Center,34270,2009
Chicopee city,Monument Beach,208103,7476
Chicopee city,Nahant,163684,7194
Chicopee city,Nantucket,285595,17327
Chicopee city,Needham,130256,5140
Chicopee city,New Bedford city,179736,6940
Chicopee city,New Seabury,232993,8844
Chicopee city,Newburyport city,194326,7545
Chicopee city,Newton city,127692,4989
Chicopee city,North Adams city,99368,5368
Chicopee city,North Amherst,30843,2267
Chicopee city,North Brookfield,51192,2873
Chicopee city,North Eastham,276413,10475
Chicopee city,North Falmouth,217312,7930
Chicopee city,North Lakeville,170550,6210
Chicopee city,North Pembroke,181895,7131
Chicopee city,North Plymouth,191087,7340
Chicopee city,North Scituate,184294,7579
Chicopee city,North Seekonk,142445,5702
Chicopee city,North Westport,167238,6504
Chicopee city,Northampton city,33438,1955
Chicopee city,Northborough,97423,4010
Chicopee city,Northfield,83172,3432
Chicopee city,Northwest Harwich,252683,9373
Chicopee city,Norton Center,143236,5327
Chicopee city,Norwood,157280,5795
Chicopee city,Ocean Bluff-Brant Rock,189170,7598
Chicopee city,Ocean Grove,155983,6122
Chicopee city,Onset,194156,6953
Chicopee city,Orange,62905,3627
Chicopee city,Orleans,266741,9958
Chicopee city,Oxford,78408,3192
Chicopee city,Palmer Town city,27393,1443
Chicopee city,Peabody city,165625,6343
Chicopee city,Pepperell,150866,6221
Chicopee city,Petersham,67453,3727
Chicopee city,Pinehurst,155972,6285
Chicopee city,Pittsfield city,85123,3929
Chicopee city,Plymouth,192571,7374
Chicopee city,Pocasset,214399,7814
Chicopee city,Popponesset,233344,8951
Chicopee city,Popponesset Island,232704,8866
Chicopee city,Provincetown,310229,12304
Chicopee city,Quincy city,152077,6138
Chicopee city,Randolph,151531,5932
Chicopee city,Raynham Center,157438,5902
Chicopee city,Reading,156875,6061
Chicopee city,Revere city,150803,6173
Chicopee city,Rockport,200747,8016
Chicopee city,Rowley,186128,7928
Chicopee city,Russell,34277,1935
Chicopee city,Rutland,71384,4032
Chicopee city,Sagamore,210366,7554
Chicopee city,Salem city,178626,7756
Chicopee city,Salisbury,195857,7726
Chicopee city,Sandwich,214052,7808
Chicopee city,Saugus,158653,6340
Chicopee city,Scituate,183347,7501
Chicopee city,Seabrook,230220,8638
Chicopee city,Seconsett Island,230763,8747
Chicopee city,Sharon,147888,5579
Chicopee city,Shelburne Falls,76881,3239
Chicopee city,Shirley,120217,4809
Chicopee city,Siasconset,295662,17896
Chicopee city,Smith Mills,175437,6818
Chicopee city,Somerset,158103,6326
Chicopee city,Somerville city,147452,5939
Chicopee city,South Amherst,22030,1540
Chicopee city,South Ashburnham,92259,4853
Chicopee city,South Deerfield,49912,2284
Chicopee city,South Dennis,248892,9069
Chicopee city,South Duxbury,193563,7524
Chicopee city,South Lancaster,109693,4440
Chicopee city,South Yarmouth,244684,8949
Chicopee city,Southbridge Town city,60311,2909
Chicopee city,Southfield,170098,6669
Chicopee city,Spencer,70552,3155
Chicopee city,Springfield city,9401,903
Chicopee city,Stoneham,154404,6015
Chicopee city,Sturbridge,54369,2434
Chicopee city,Swampscott,162471,7210
Chicopee city,Taunton city,156513,6107
Chicopee city,Teaticket,227612,8374
Chicopee city,The Pinehills,204597,7726
Chicopee city,Topsfield,178407,6846
Chicopee city,Townsend,131073,5612
Chicopee city,Turners Falls,71278,3010
Chicopee city,Upton,93887,4062
Chicopee city,Vineyard Haven,245112,11830
Chicopee city,Wakefield,154456,6097
Chicopee city,Walpole,143696,5614
Chicopee city,Waltham city,131466,5055
Chicopee city,Ware,37325,2070
Chicopee city,Wareham Center,192529,7111
Chicopee city,Warren,39163,2155
Chicopee city,Watertown Town city,130160,5197
Chicopee city,Webster,86601,3371
Chicopee city,Wellesley,121506,4939
Chicopee city,West Brookfield,44672,2527
Chicopee city,West Chatham,262788,9903
Chicopee city,West Concord,136379,5463
Chicopee city,West Dennis,246663,9185
Chicopee city,West Falmouth,221847,8010
Chicopee city,West Springfield Town city,14398,999
Chicopee city,West Wareham,186054,6702
Chicopee city,West Yarmouth,243525,9067
Chicopee city,Westborough,91853,4007
Chicopee city,Westfield city,21000,1267
Chicopee city,Weweantic,193470,7232
Chicopee city,Weymouth Town city,162923,6390
Chicopee city,White Island Shores,197567,7171
Chicopee city,Whitinsville,90289,3713
Chicopee city,Wilbraham,18054,1411
Chicopee city,Williamstown,133287,5574
Chicopee city,Wilmington,166953,6450
Chicopee city,Winchendon,89740,4899
Chicopee city,Winchester,143779,5843
Chicopee city,Winthrop Town city,150711,6202
Chicopee city,Woburn city,146750,5667
Chicopee city,Woods Hole,231759,8750
Chicopee city,Worcester city,81512,3478
Chicopee city,Yarmouth Port,244329,8941
Clinton,Abington,122385,5244
Clinton,Acushnet Center,126359,5138
Clinton,Adams,165285,7745
Clinton,Agawam Town city,117065,5109
Clinton,Amesbury Town city,88333,3773
Clinton,Amherst Center,99907,4512
Clinton,Andover,59376,2773
Clinton,Arlington,56355,3141
Clinton,Athol,60991,2717
Clinton,Attleboro city,82431,3455
Clinton,Ayer,22796,1715
Clinton,Baldwinville,50780,2268
Clinton,Barnstable Town city,164039,6322
Clinton,Barre,40411,2469
Clinton,Belchertown,103462,4586
Clinton,Bellingham,50966,2462
Clinton,Belmont,54957,3015
Clinton,Beverly city,96463,4460
Clinton,Blandford,135845,5973
Clinton,Bliss Corner,133840,5447
Clinton,Boston city,78926,4213
Clinton,Bourne,141204,5371
Clinton,Boxford,75468,3771
Clinton,Braintree Town city,107061,4410
Clinton,Brewster,193499,7558
Clinton,Bridgewater,99052,4131
Clinton,Brockton city,108741,4590
Clinton,Brookfield,52814,3295
Clinton,Brookline,69671,3847
Clinton,Burlington,58541,2980
Clinton,Buzzards Bay,138268,5222
Clinton,Cambridge city,60176,3452
Clinton,Chatham,197544,7981
Clinton,Chelsea city,89735,4250
Clinton,Cheshire,170759,7894
Clinton,Chester,148784,6583
Clinton,Chicopee city,105165,4649
Clinton,Cochituate,49777,2451
Clinton,Cordaville,31832,1817
Clinton,Danvers,79252,3996
Clinton,Dedham,70522,3593
Clinton,Deerfield,104045,4810
Clinton,Dennis,183179,7194
Clinton,Dennis Port,184029,7154
Clinton,Devens,21481,1457
Clinton,Dover,55745,3492
Clinton,Duxbury,134386,5563
Clinton,East Brookfield,47162,3044
Clinton,East Dennis,185407,7149
Clinton,East Douglas,49039,2495
Clinton,East Falmouth,162161,6391
Clinton,East Harwich,192179,7386
Clinton,East Pepperell,35800,2555
Clinton,East Sandwich,157067,6113
Clinton,Easthampton Town city,122674,5381
Clinton,Essex,107251,4786
Clinton,Everett city,88356,4157
Clinton,Fall River city,120895,4861
Clinton,Falmouth,160435,6197
Clinton,Fiskdale,60052,3082
Clinton,Fitchburg city,31293,1769
Clinton,Forestdale,156472,6074
Clinton,Foxborough,73636,3157
Clinton,Framingham,38196,2225
Clinton,Franklin Town city,52948,2561
Clinton,Gardner city,41128,1949
